id_empresa;id_natureza_juridica;id_endereco;cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;de_situacao
1591;10015;11609;02436054000200;0;8/14/2003;TRANSPORTADORA JOSP LTDA;ATIVA
1592;10013;11610;16617814000100;1;8/1/2012;ADILSON GILBERTO DA SILVA MEI;ATIVA
1593;10015;11611;02811573000120;1;10/28/1998;JA PANIFICADORA E CONVENIENCIA LTDA ME;ATIVA
1594;10013;11612;02278072000120;1;12/11/1997;ANTONIO GOMES DA SILVA BAURU ME;ATIVA
1595;10013;11613;02280921000180;1;12/3/1997;IVONE RODRIGUES DA SILVA ME;ATIVA
1596;10013;11614;90241126000140;1;5/13/1985;LUIZ FELIPE LOPES RIBEIRO;BAIXADA
1597;10013;11615;92316199000180;1;9/8/1988;DIAIR ALVES IGNACIO ME;ATIVA
1598;10015;11616;08287486000100;1;9/8/2006;CYRELA IBERIA EMPREENDIMENTOS IMOBILIARIOS LTDA;ATIVA
1599;10035;11617;10436315000130;1;10/13/2008;IGREJA PENTECOSTAL JESUS FONTE DE AGUAS VIVA;ATIVA
1600;10015;11618;62948658001310;0;11/30/2006;TEADIT JUNTAS LTDA;ATIVA
1601;10015;11619;05370509000220;0;10/31/2002;GMT RECURSOS HUMANOS LTDA ME;ATIVA
1602;10013;11620;12512031000100;1;9/12/2010;RAFAEL AMORIM PEREIRA MEI;ATIVA
1603;10015;11621;73250144000170;1;8/20/1993;PASCUETTI & PASCUETTI LTDA ME;ATIVA
1604;10013;11622;13216249000180;1;2/8/2011;CLAUDINEY TACIANO AZEVEDO MEI;ATIVA
1605;10013;11623;12747741000110;1;10/22/2010;FABRICIO GODOI DA SILVA ME;ATIVA
1606;10327;11624;79793014000240;0;1/4/1996;FORTENAVE AGENCIAMENTO MARITIMO SA;ATIVA
1607;10013;11625;10141926000150;1;7/11/2008;PEDRO LOPES DE BORBA ME;ATIVA
1608;10015;11626;39265384000100;1;5/7/1993;ITAPEMIRIM KADRON LTDA ME;ATIVA
1609;10035;11627;95606380001000;0;11/4/1966;SOC CARIT E LIT SAO FRANCISCO DE ASSIS ZONA NORTE;ATIVA
1610;10148;11628;07815956000190;1;1/24/2006;CONDOMINIO EDIFICIO POLITEC;ATIVA
1611;10015;11629;12009747000190;1;5/25/2010;BAKANNA MODAS COMERCIO DE VESTUARIO LTDA ME;ATIVA
1612;10013;11630;01172379000180;1;5/2/1996;WANDERLEY EDSON RAMOS ME;ATIVA
1613;10015;11631;15483790000180;1;4/4/2012;CAVINATO & SILVA SERVICOS MEDICOS LTDA ME;ATIVA
1614;10015;11632;66926486000100;1;9/9/1991;BRMEDAL EXPORTACAO IMPORTACAO E COMERCIO DE EQUIPAMENTOS MEDICOS E SERVICOS LTDA ME;ATIVA
1615;10013;11633;11270533000100;1;10/15/2009;WAGNER ALBERTO CAMPANINI ME;ATIVA
1616;10015;11634;06816002000130;1;7/15/2004;FOCUS SISTEMAS INTEGRADOS DE SEGURANCA LTDA ME;ATIVA
1617;10015;11635;09468076000110;1;2/28/2008;CENARIO BELEZA E ESTETICA LTDA ME;ATIVA
1618;10015;11636;80218845000510;0;8/7/1978;MIGUEL SALLUM & FILHOS LTDA;ATIVA
1619;10139;11637;06303378000140;1;10/29/2003;PARTIDO LIBERAL PL DIRETORIO MUNICIPAL DE SUCUPIRA;ATIVA
1620;10015;11638;01449275000170;1;8/2/1996;CASTWORK INFORMATICA EPP LTDA;ATIVA
1621;10013;11639;11661360000150;1;1/22/1993;FRANCISCO VALTER DA SILVA ME;ATIVA
1622;10013;11640;01275299000150;1;6/27/1996;GERALDO EUSTAQUIO FARIA REZENDE ME;ATIVA
1623;10015;11641;11699277000170;1;3/16/2010;FREDERICO WENZEL& CIA LTDA ME;ATIVA
1624;10013;11642;08839817000160;1;5/17/2007;LIANE BONES BILHA ME;ATIVA
1625;10015;11643;75704213000950;0;5/22/2003;PLUMBUM COMERCIO E REPRESENTACOES DE PRODUTOS MINERAIS E INDUSTRIAIS LTDA;ATIVA
1626;10015;11644;08012359000190;1;5/10/2006;CADS COPIAS LTDA ME;ATIVA
1627;10035;11645;11276061000100;1;6/1/2009;CAIXA ESCOLAR CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROFESSORA ODILA AZEVEDO MARQUES PAIVA;ATIVA
1628;10013;11646;84875558000100;1;10/18/1991;AGOSTINHO BENJAMIM BATISTA ME;ATIVA
1629;10015;11647;36001394000140;1;6/25/1990;PIOMAR MATERIAL DE CONSTRUCAO LTDA ME;ATIVA
1630;10013;11648;13032010000150;1;12/7/2010;ILTO HIYOSHI SHINTAKU ME;ATIVA
1631;10013;11649;64520711000170;1;9/18/1990;ELISABETE ACQUATI DUARTE ME;ATIVA
1632;10013;11650;13038381000140;1;12/23/2010;ZULMAR PINHEIRO DA SILVA MEI;ATIVA
1633;10013;11651;11147479000100;1;9/16/2009;SIRLENE VANDERWEGEN MAYER;ATIVA
1634;10013;11652;71122600000170;1;7/2/1993;AGUIMAR ANTONIO ROCHA ME;ATIVA
1635;10015;11653;13513391000190;1;4/11/2011;CR PLANEJAMENTO E GESTAO DE OBRAS CONSTRUTORA EPP LTDA;ATIVA
1636;10015;11654;03340259000170;1;8/16/1999;GLOBALIZA IMPORTACAO E DISTRIBUICAO EPP LTDA;ATIVA
1637;10013;11655;10220035000190;1;7/21/2008;SILVANA VENTUROSO DE LIMA ME;ATIVA
1638;10199;11656;08532731000190;1;11/18/1983;MARIA DO SOCORRO MACIEL RODRIGUES;BAIXADA
1639;10013;11657;07607692000180;1;9/12/2005;LIVIA ERNESTI;BAIXADA
1640;10013;11658;11692560000170;1;3/17/2010;OSWALDO BAPTISTA DOS SANTOS MEI;ATIVA
1641;10015;11659;01227675000130;1;5/16/1996;ALLNET TELECOMUNICACOES E INFORMATICA EPP LTDA;ATIVA
1642;10015;11660;10969829000150;1;7/17/2009;ACADEMIA CARDOSO & BRAGA LTDA ME;ATIVA
1643;10015;11661;12993042000150;1;12/10/2010;BEMAPLAN BENEFICIAMENTO DE MADEIRA PLANTADA LTDA ME;ATIVA
1644;10013;11662;05082644000190;1;5/14/2002;JUARES JOVANE DOS SANTOS ME;ATIVA
1645;10057;11663;08552941000140;1;12/21/2006;JOSE INACIO E OUTRA;ATIVA
1646;10013;11664;13164866000180;1;1/27/2011;OSIAS PEREIRA DA SILVA MEI;ATIVA
1647;10013;11665;20445615000210;0;6/28/1988;CARLOS ANTONIO OHNO ME;ATIVA
1648;10013;11666;06052254000130;1;11/19/2003;SILVANI MARGARETE COPETTI ME;ATIVA
1649;10013;11667;07414299000170;1;5/16/2005;BABAK MOAZZAMI ME;BAIXADA
1650;10013;11668;06745805000140;1;7/12/2004;ELISETE BORGES DE SOUZA ME;ATIVA
1651;10015;11669;03392122000240;0;5/9/2008;BVR NEGOCIOS E CONSULTORIA EPP LTDA;ATIVA
1652;10013;11670;13129728000160;1;1/19/2011;CLAUDIA REGINA GRACIANO KREIBICH MEI;ATIVA
1653;10015;11671;05266563000140;1;8/30/2002;MWP CONSULTORIA EMPRESARIAL EPP LTDA;ATIVA
1654;10013;11672;04190278000120;1;2/4/1972;H S QUEIROZ;BAIXADA
1655;10013;11673;04621239000130;1;8/7/2001;IRIS MIYAKE ME;BAIXADA
1656;10015;11674;15781339000140;1;2/6/1987;MARTINS EMPREENDIMENTOS HOTELEIROS LTDA;BAIXADA
1657;10013;11675;33475047000160;1;10/3/1989;CLAUDIO LISIAS SILVA DOS SANTOS ME;BAIXADA
1658;10013;11676;09041626000110;1;1/31/2005;PAULO ROMA TATUI ME;BAIXADA
1659;10035;11677;04353321000120;1;2/13/2001;ESPORTE CLUBE TROPICAL;BAIXADA
1660;10015;11678;02074079000120;1;9/2/1997;COMERCIAL CRUZ MALHARIA E SERIGRAFIA LTDA ME;BAIXADA
1661;10015;11679;03634714000140;1;12/29/1987;ADMINISTRADORA BRASILIENSE DE COND E COBRANCAS LTDA;BAIXADA
1662;10013;11680;77326353000100;1;10/22/1976;HERMINIA PIMENTEL MASSUCATE ME;BAIXADA
1663;10015;11681;25968629000150;1;8/1/1989;REPSTOCK REPRESENTACOES E PUBLICIDADE LTDA;BAIXADA
1664;10015;11682;67591453000100;1;2/20/1992;CONSTRUTORA SQUADRO LTDA;BAIXADA
1665;10015;11683;03063566000150;1;3/15/1999;PASTELARIA FREITAS MALVEIRA EPP LTDA;BAIXADA
1666;10013;11684;09257106000140;1;3/13/1985;ANTONIO VITAL DA COSTA ME;BAIXADA
1667;10013;11685;09107022000120;1;8/28/2007;FLAVIO ALVES GONZAGA ME;BAIXADA
1668;10015;11686;05452001000190;1;11/26/2002;THEDY & MEDEIROS LTDA ME;BAIXADA
1669;10035;11687;10097295000110;1;7/9/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO RS PSDB;BAIXADA
1670;10015;11688;02697007000130;1;8/13/1998;VELAS FELICIDADES LTDA ME;BAIXADA
1671;10015;11689;08512911000100;1;11/27/2006;SOUSA & SANTOS MATERIAIS DE CONSTRUCAO LTDA ME;ATIVA
1672;10013;11690;15412880000180;1;2/28/2012;VICTOR HENRIQUE SOARES ME;ATIVA
1673;10015;11691;00084332000100;1;6/7/1994;L J COMERCIAL DE ALIMENTOS EPP LTDA;ATIVA
1674;10013;11692;13436436000170;1;3/30/2011;FRANCISCO FABIO OLIVEIRA LIMA MEI;ATIVA
1675;10013;11693;01175115000180;1;5/6/1996;CLENIR DOS SANTOS ME;BAIXADA
1676;10013;11694;12737831000120;1;10/23/2010;ANSELMO MIRANDA RIBEIRO MEI;ATIVA
1677;10199;11695;91987883000120;1;11/5/1987;LUIZ FELIPE PANITZ;BAIXADA
1678;10015;11696;14206183000100;1;8/25/2011;MAC CONSTRUTORA LTDA ME;ATIVA
1679;10013;11697;11612362000150;1;2/28/2010;MARCELO ADRIANO HILARIO MEI;ATIVA
1680;10013;11698;15713150000110;1;6/15/2012;THIAGO ROGERIO LOURENCO MEI;ATIVA
1681;10013;11699;09526199000160;1;4/24/2008;T L LEOCADIO EPP;ATIVA
1682;10013;11700;14769413000140;1;12/15/2011;JANAINA DE FRAGA REZENDE MEI;ATIVA
1683;10013;11701;11771151000160;1;2/18/1987;PEDRO GONDIM MAIA ME;ATIVA
1684;10148;11702;10226380000130;1;6/9/2008;CONDOMINIO EDIFICIO ITALIA;ATIVA
1685;10013;11703;13519854000120;1;4/7/2011;CLAUDIO TOTTI ME;ATIVA
1686;10013;11704;13278947000100;1;2/17/2011;D A DE ALMEIDA ME;ATIVA
1687;10015;11705;10730320000150;1;3/30/2009;LANCHES SCARLETT LTDA ME;ATIVA
1688;10013;11706;11605313000190;1;2/25/2010;CRISTIANO INACIO VILELA ME;BAIXADA
1689;10015;11707;11732061000160;1;3/2/2010;LAILA MODAS LTDA ME;ATIVA
1690;10015;11708;12807455000100;1;11/5/2010;ORIDES CLIMATIZACAO LTDA ME;BAIXADA
1691;10013;11709;11656984000180;1;3/9/2010;EDWARD SCHILDWACHTER LOURENCAO MEI;ATIVA
1692;10057;11710;09533173000220;1;4/29/2009;MANOEL NATAL RODRIGUES;ATIVA
1693;10013;11711;15229273000180;1;3/20/2012;AERIC CHARLES DE MACEDO MEI;ATIVA
1694;10013;11712;15420413000100;1;4/10/2012;RODRIGO R DOS SANTOS BAR E LANCHONETE ME;BAIXADA
1695;10013;11713;15738984000180;1;6/20/2012;MARIA JUCILENE DA SILVA MEI;ATIVA
1696;10057;11714;08027829000270;0;6/23/2006;JOSE GENEZIO ALVES DE OLIVEIRA;ATIVA
1697;10057;11715;08167591001170;0;5/26/2008;GUMERCINDO COLOMBO E OUTROS;ATIVA
1698;10057;11716;08185632000260;1;8/1/2006;DOMINGOS FRANCISCO DE JESUS CAMARGO E OUTRO;ATIVA
1699;10057;11717;08396825000260;0;3/13/2008;PAULO CEZAR PEREIRA;ATIVA
1700;10057;11718;08468731000330;0;11/29/2006;CLEDIS JOSE TORQUETE JUNIOR;ATIVA
1701;10015;11719;03084415000260;0;2/2/1990;DISTRIBUIDORA DE AUTO PECAS DOIS IRMAOS LTDA;ATIVA
1702;10013;11720;14672673000100;1;11/11/2011;GUSTAVO CARVALHO ROSA ME;ATIVA
1703;10013;11721;14664423000110;1;11/23/2011;DAVI MENDONCA DOS SANTOS MEI;ATIVA
1704;10083;11722;10473828000110;1;10/23/2008;MINDWORKS TECNOLOGIA EIRELI EPP;ATIVA
1705;10013;11723;15245976000100;1;3/22/2012;CONCEICAO PRISCILA NOGUEIRA MEI;ATIVA
1706;10013;11724;07082952000140;1;9/22/2004;ABRAHAM MATSCHULAT AGUIAR DIGITALIZACAO ME;BAIXADA
1707;10060;11725;62955505862800;0;8/27/1997;IGREJA DO EVANGELHO QUADRANGULAR;ATIVA
1708;10148;11726;10545826000190;1;12/10/2008;CONDOMINIO RESIDENCIAL PORTO DA SERRA;ATIVA
1709;10015;11727;13036203000180;1;12/22/2010;ANDREA GEISE DA SILVA SOUZA & CIA LTDA ME;BAIXADA
1710;10015;11728;09388639000160;1;2/25/2008;MM LABORATORIO DE ANALISES CLINICAS LTDA ME;ATIVA
1711;10013;11729;11953749000170;1;5/14/2010;SERGIO BALHEJOS ME;ATIVA
1712;10057;11730;08502984000110;1;12/9/2006;ARUALDO BALLONI;ATIVA
1713;10013;11731;08576757000130;1;1/4/2007;A J EVANGELISTA ME;ATIVA
1714;10015;11732;01035905000160;1;2/7/1996;AGROPECUARIA MIGUEL SERGIO LTDA ME;ATIVA
1715;10013;11733;08904910000100;1;6/13/2007;JEAN FABIO MATSUYAMA ME;ATIVA
1716;10013;11734;15726309000130;1;5/15/2012;ROBERTO RODRIGUES DA SILVA ME;ATIVA
1717;10013;11735;11420540000140;1;3/31/2009;ALEXANDRE ROBERTO DE LIMA ESCAPAMENTOS ME;ATIVA
1718;10015;11736;05077968000130;1;5/28/2002;TRANSMARON LTDA ME;ATIVA
1719;10013;11737;15267189000150;1;3/27/2012;STEFANE VARGAS TAVARES MEI;ATIVA
1720;10013;11738;12936450000170;1;11/26/2010;ANDRE DOS SANTOS FARIAS MEI;ATIVA
1721;10015;11739;16947509000500;0;11/22/2006;REDE GEFS POSTOS DE SERVICOS LTDA;ATIVA
1722;10015;11740;07717696000110;1;11/21/2005;SOARES DA SILVA & CIA LTDA ME;ATIVA
1723;10450;11741;06553564015160;0;6/7/2005;PIAUI SECRETARIA DE SAUDE;ATIVA
1724;10139;11742;06538047000190;1;9/19/2003;PARTIDO SOCIAL DEMOCRATA CRISTAO;ATIVA
1725;10013;11743;12943168000110;1;12/1/2010;MOISES HENRIQUE MARTINS MEI;ATIVA
1726;10015;11744;04407929000190;1;4/26/2001;COMERCIAL DELION LTDA ME;ATIVA
1727;10013;11745;10658998000170;1;1/19/2009;ALEXANDRE CACIANO DA ROSA ME;ATIVA
1728;10013;11746;09501618000100;1;4/16/2008;LUIZ RICARDO GHELERE MOVEIS ME;ATIVA
1729;10035;11747;03866963000160;1;5/8/2000;FUNDACAO VALE DO PIRANHAS FUMVAP;ATIVA
1730;10013;11748;13228321000190;1;2/9/2011;DEILANE GOMES SOMBRA DE OLIVEIRA MEI;BAIXADA
1731;10015;11749;11080236000100;1;8/20/2009;SEDA TRANSPORTES LTDA ME;ATIVA
1732;10057;11750;08525932000160;1;12/15/2006;GUILHERME LUSTOSA DA CUNHA;ATIVA
1733;10015;11751;88617220000100;1;8/22/1966;DALL ONDER REPRESENTACOES COMERCIAIS LTDA ME;ATIVA
1734;10015;11752;07004855000130;1;9/23/2004;DALMIR BENEDITO RODRIGUES SUARES & CIA LTDA ME;ATIVA
1735;10013;11753;13029387000150;1;12/8/2010;TATIANE DE FATIMA FERREIRA BUENO ME;ATIVA
1736;10013;11754;14036198000330;0;10/18/2007;NICODEMOS ALVES DE AGUIAR EPP;BAIXADA
1737;10083;11755;14134007000100;1;8/17/2011;CESAR LLIUYA PRODUCOES E EVENTOS EIRELI ME;ATIVA
1738;10053;11756;08164715002720;0;2/2/2011;C 3 PARKING ESTACIONAMENTOS LTDA;ATIVA
1739;10015;11757;58501032000150;1;1/12/1988;ESPACUS COMERCIO E REPRESENTACOES LTDA M E ME;ATIVA
1740;10015;11758;04155160000160;1;11/9/2000;LANCHONETE E PASTELARIA TIA LUZIA LTDA ME;ATIVA
1741;10013;11759;15287769000100;1;3/29/2012;JOAO LOURENCO LEITE FILHO MEI;ATIVA
1742;10015;11760;07741637000340;0;5/7/2007;FLORAGUA INDUSTRIA E COMERCIO DE AGUAS MINERAIS LTDA ME;BAIXADA
1743;10013;11761;27728351000170;1;8/31/1982;VLADEMIR PESCA EPP;ATIVA
1744;10035;11762;80896517000140;1;6/19/1990;IGREJA BATISTA ALVORADA;ATIVA
1745;10057;11763;08353301000100;1;10/13/2006;LUIZ CARLOS DA COSTA BOUCINHA;ATIVA
1746;10015;11764;08471563000170;1;11/16/2006;JGMN CONSULTORIA EM PUBLICIDADE LTDA ME;ATIVA
1747;10015;11765;07127748000280;0;11/10/2005;FARMACIA & DRUGSTORE DUMONE LTDA ME;ATIVA
1748;10013;11766;07128353000110;1;12/2/2004;JOSE ROQUE FERNANDES SANTOS ME;ATIVA
1749;10013;11767;13555489000100;1;4/26/2011;AMARILDO DA SILVA OLIVEIRA MEI;ATIVA
1750;10013;11768;10158853000100;1;7/15/2008;ALOIZIO AUGUSTO DE MOURA ME;ATIVA
1751;10015;11769;09105322000170;1;8/31/2007;S S A DECORACOES DE ITU LTDA ME;ATIVA
1752;10015;11770;08605005000150;1;1/18/2007;NH INCOPAR ADMINISTRADORA DE BENS LTDA;ATIVA
1753;10013;11771;15345469000130;1;3/15/2012;WALTER SILVA CHAGAS ME;ATIVA
1754;10013;11772;16692548000180;1;8/14/2012;CINTIA MEIRELES DA FONSECA MEI;BAIXADA
1755;10013;11773;15768832000120;1;6/25/2012;BENAIA NEVES RODRIGUES SANTOS MEI;ATIVA
1756;10015;11774;10710557000170;1;3/18/2009;EXTRA EMPREENDIMENTOS EM CONSTRUCAO LTDA ME;ATIVA
1757;10013;11775;09331049000100;1;1/16/2008;M DO N SOARES ME;ATIVA
1758;10035;11776;12113921000140;1;5/13/2010;SOMAPI SOCIEDADE MACONICA PRO IDOSO DO RIO GRANDE DO NORTE;ATIVA
1759;10013;11777;14383933000110;1;9/30/2011;LUCIANE RODRIGUES MARTINS MEI;ATIVA
1760;10053;11778;56568595000130;1;10/14/1986;FAX CENTER LTDA SC;BAIXADA
1761;10053;11779;91992388000100;1;6/10/1988;PERI RAMOS PRODUCOES ARTISTICAS LTDA;BAIXADA
1762;10013;11780;58618570000120;1;2/19/1988;ADEMIR BALSANI P VENCESLAU;BAIXADA
1763;10537;11781;92193374000350;0;2/14/1973;COOPERATIVA REGIONAL SUDESTE DOS PRODUTORES DE LAS LTDA;BAIXADA
1764;10035;11782;10154752000160;1;7/15/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PV;BAIXADA
1765;10015;11783;92217264000110;1;7/8/1988;ELASTOMEROS QUIMICA E CONSULTORIA TECNICA LTDA;BAIXADA
1766;10015;11784;57418543000140;1;5/7/1987;RIVOLLI MOVEIS E DESIGN DE INTERIORES LTDA;BAIXADA
1767;10015;11785;72807373000180;1;9/17/1993;J P COM E REPRESENTACAO DE PRODUTOS SIDERURGICOS LTDA;BAIXADA
1768;10053;11786;38730982000140;1;11/21/1990;STEP MINAS LTDA ME;BAIXADA
1769;10013;11787;72927510000110;1;10/15/1993;ROBERTO MONTEIRO DOS SANTOS VAREJAO DE MOVEIS GUARULHOS;BAIXADA
1770;10015;11788;03961790000160;1;7/12/2000;CENTURION GOMES & SILVA LTDA ME;BAIXADA
1771;10015;11789;51579498000120;1;8/1/1979;FALBRAN PRODUTOS SIDERURGICOS LTDA;BAIXADA
1772;10053;11790;40398240000100;1;2/28/1992;CLAUDIO ROBERTO KLABIN LTDA SC;BAIXADA
1773;10013;11791;15654243000110;1;6/4/2012;GLORIA MARIA DE CAMPOS MEI;ATIVA
1774;10148;11792;02984393000140;1;2/18/1999;CONDOMINIO DO BOURBON SHOPPING CANOAS;ATIVA
1775;10013;11793;14071141000100;1;8/5/2011;MILTON ARAUJO DA SILVA MEI;ATIVA
1776;10074;11794;15905934000140;1;7/4/2012;ELEICAO 2012 WELINGTON LAZARO BATISTA VEREADOR;BAIXADA
1777;10035;11795;05740596000180;1;6/10/2003;APM DA EMM JOAQUIM SOARES;ATIVA
1778;10013;11796;16983649000100;1;9/12/2012;L F F RODRIGUES ME;ATIVA
1779;10139;11797;15917531000110;1;8/26/2011;COMISSAO PROVISORIA DO PARTIDO VERDE;ATIVA
1780;10015;11798;14080782000120;1;5/28/1986;COMERCIAL BAVIERA LTDA ME;ATIVA
1781;10035;11799;11289099000100;1;10/13/2009;UNIDADE EXECUTORA DA ESCOLA MUNICIPAL MARCELINO ZAIDAN;ATIVA
1782;10013;11800;10551900000180;1;12/19/2008;M ALVES DOS SANTOS EVENTOS ME;ATIVA
1783;10015;11801;04877278000100;1;1/10/2002;MARIO MELO REPRESENTACOES LTDA ME;ATIVA
1784;10013;11802;13508018000140;1;4/13/2011;EDE CARLOS ALVES PEREIRA ME;ATIVA
1785;10057;11803;08105428000100;1;7/4/2006;JOSE CARLOS DA SILVA;ATIVA
1786;10013;11804;13796791000150;1;6/13/2011;JOSIAS ALEIXO DA SILVA MEI;BAIXADA
1787;10015;11805;08312307000130;1;9/8/2006;M&C COMERCIO E CULTIVO DE CANA DE ACUCAR LTDA ME;ATIVA
1788;10057;11806;08357786000100;1;10/16/2006;GLEBER RODRIGO MANCIN;ATIVA
1789;10013;11807;84412956000190;1;6/23/1993;M PAZ DA SILVA SANTOS;ATIVA
1790;10013;11808;15351096000100;1;3/23/2012;LINDACI PEREIRA DA SILVA SERVICOS ELETRICOS ME;BAIXADA
1791;10139;11809;15361762000190;1;4/1/2011;COMISSAO PROVISORIA MUNICIPAL DO PARTIDO PROGRESSISTA PP DE VESPASIANO MG;ATIVA
1792;10074;11810;15997387000170;1;7/5/2012;ELEICAO 2012 JOSE ALFREDO NETO GONZAGA DE OLIVEIRA VEREADOR;BAIXADA
1793;10015;11811;14403071000140;1;9/20/2011;ZOE ESPACO DE ESTETICA LTDA ME;BAIXADA
1794;10057;11812;09586169000140;1;5/28/2008;JOAO PEREIRA DOS SANTOS;ATIVA
1795;10015;11813;10762440000130;1;3/26/2009;MUNDO DAS PEDRAS CARAGUA DECORACOES E AR CONDICIONADO LTDA ME;ATIVA
1796;10013;11814;03607578000280;0;4/3/2001;LUIZ CARLOS CASAGRANDE ME;ATIVA
1797;10013;11815;13726753000120;1;5/31/2011;JACKSON DE SA SOUTO MEI;ATIVA
1798;10013;11816;14626148000140;1;11/17/2011;DANIELE BENTES DO NASCIMENTO MEI;ATIVA
1799;10015;11817;16948077000390;0;11/7/1984;DISTRIBUIDORA PROGRESSO LTDA ME;ATIVA
1800;10013;11818;12623871000140;1;10/4/2010;ALEXANDRO SANTOS GOMES MEI;ATIVA
1801;10015;11819;37628765000180;1;2/3/1993;PROJETO BASICO MATERIAIS PARA CONSTRUCOES LTDA ME;ATIVA
1802;10051;11820;00484851000580;0;12/29/2003;JP SERVICOS E CONSULTORIA EIRELI;ATIVA
1803;10015;11821;15503583000140;1;5/9/2012;DALVAN DE S AVILA & CIA LTDA ME;ATIVA
1804;10013;11822;15507524000140;1;5/10/2012;MARCIA BACHIEGA QUEVEDO DE SOUZA MEI;ATIVA
1805;10013;11823;00868325000190;1;9/28/1995;MARIA DAS DORES SANTOS DE LIMA ME;ATIVA
1806;10184;11824;01171954000120;1;5/2/1996;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CURTO PRAZO FACIL III;BAIXADA
1807;10015;11825;00947238000200;0;4/20/1998;FERREIRA E ALVES ASSOCIADOS LTDA ME;ATIVA
1808;10015;11826;00296771000330;0;10/19/1995;TEO CAR PARKING ADMINISTRAC DE ESTACIONAMENTOS EPP LTDA;ATIVA
1809;10015;11827;00471000000250;0;6/20/2002;R N RIBEIRO & CIA LTDA ME;ATIVA
1810;10013;11828;14181114000190;1;8/25/2011;JOAREZ PORTO PEREIRA MEI;ATIVA
1811;10013;11829;12511915000140;1;9/12/2010;SONIA REGINA SILVA DE SOUZA MEI;ATIVA
1812;10013;11830;13956767000130;1;7/15/2011;VICTORIA BASILIA ARCANI MACHACA MEI;ATIVA
1813;10013;11831;05136288000140;1;11/30/1984;VILSON PAZ DO NASCIMENTO ME;ATIVA
1814;10013;11832;15394517000180;1;4/19/2012;LENILCIO DO VALE SANTANA MEI;ATIVA
1815;10013;11833;88963483000170;1;6/9/1983;EDSON BENDER ME;ATIVA
1816;10013;11834;15658353000150;1;6/5/2012;JORGE ALVES JUREMA MEI;ATIVA
1817;10015;11835;10793710000170;1;4/27/2009;CERAMICA GUIMARAES EPP LTDA;ATIVA
1818;10015;11836;00356513000130;1;12/5/1994;C & B COMERCIO E SERVICOS LTDA ME;BAIXADA
1819;10184;11837;10384415000160;1;9/19/2008;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA APORTE IMEDIATO XIII RENDA FIXA LONGO PRAZO;BAIXADA
1820;10057;11838;14442621000130;1;10/11/2011;ALDEVINO FRANCISCO DE OLIVEIRA;ATIVA
1821;10013;11839;03009114000190;1;1/18/1999;MARLENE APARECIDA DO NASCIMENTO ME;ATIVA
1822;10013;11840;16205005000190;1;7/7/2012;RONALDO OLIVEIRA DE CARVALHO MEI;ATIVA
1823;10013;11841;02159990000130;1;9/16/1997;NADIA DE OLIVEIRA GUIMARAES BAR E MERCEARIA ME;ATIVA
1824;10083;11842;09312081000130;1;10/2/2007;MAHMUD MARTINS KHALAF EIRELI ME;ATIVA
1825;10015;11843;02700976000100;1;8/18/1998;J A M REPRESENTACOES COMERCIAIS LTDA ME SC;ATIVA
1826;10015;11844;05067164000150;1;5/20/2002;PERFECTON INDUSTRIA E COMERCIO EPP LTDA;ATIVA
1827;10015;11845;02375333000120;1;9/25/1997;K TEL SERVICOS DE TELECOMUNICACOES LTDA ME;ATIVA
1828;10013;11846;14507220000110;1;10/24/2011;LAUDINEIA ALVES DA SILVA MEI;ATIVA
1829;10013;11847;14509698000180;1;10/24/2011;ODAILTON PIO MARTINS MEI;ATIVA
1830;10015;11848;14488494000100;1;10/10/2011;PEREIRA IMOVEIS LTDA ME;ATIVA
1831;10053;11849;18676718007090;0;3/25/2011;LABORATORIO ROJAN S C LTDA;ATIVA
1832;10013;11850;12530984000100;1;9/8/2010;L R DA SILVA MANUTENCAO ELETRICA INDUSTRIAL ME;ATIVA
1833;10013;11851;65295024000160;1;4/5/1991;JEREMIAS DE OLIVEIRA ZEFERINO ME;ATIVA
1834;10015;11852;09276567000160;1;11/23/2007;AKI MIDIA CONSULTORIA E SERVICOS DE MARKETING LTDA;ATIVA
1835;10013;11853;12716311000130;1;10/21/2010;BRUNO MENEZES MELLO MEI;ATIVA
1836;10013;11854;16509232000100;1;7/17/2012;TATIANE LUCIA GONCALVES MEI;ATIVA
1837;10013;11855;15845134000180;1;2/24/1987;PEDRO CAMILO DE FREITAS ME;ATIVA
1838;10015;11856;15674317000180;1;5/25/2012;J F A SERVICOS TECNICOS E GESTAO DE OBRAS LTDA ME;ATIVA
1839;10327;11857;46044053002400;0;3/16/2006;NORTEL SUPRIMENTOS INDUSTRIAIS SA;ATIVA
1840;10199;11858;91988113000100;1;12/30/1987;JORGE LANCHMANN;ATIVA
1841;10013;11859;00655776000140;1;6/7/1995;RENATO CARLOS GONCALVES LAGE ME;ATIVA
1842;10013;11860;58462714000100;1;12/28/1987;APARECIDO TARLEY PEREIRA ME;ATIVA
